doc_id,word_count,chars,path
ChinaRealEstateInformationCorp_20090929_F-1_EX-10.32_4771615_EX-10.32_Content License Agreement,7745,48495,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ChinaRealEstateInformationCorp_20090929_F-1_EX-10.32_4771615_EX-10.32_Content License Agreement_cleaned.txt
CHINARECYCLINGENERGYCORP_11_14_2013-EX-10.6-Cooperation Agreement,2696,16254,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\CHINARECYCLINGENERGYCORP_11_14_2013-EX-10.6-Cooperation Agreement_cleaned.txt
CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement,2056,13361,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement_cleaned.txt
ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement,5424,34119,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement_cleaned.txt
CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development Agreement,3377,20760,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development Agreement_cleaned.txt
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,22665,145372,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement_cleaned.txt
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT",7239,45654,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT_cleaned.txt"
ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement,9933,61897,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement_cleaned.txt
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement",2192,13522,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement_cleaned.txt"
"CORALGOLDRESOURCES,LTD_05_28_2020-EX-4.1-CONSULTING AGREEMENT",4784,29599,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\CORALGOLDRESOURCES,LTD_05_28_2020-EX-4.1-CONSULTING AGREEMENT_cleaned.txt"
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,8620,54309,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT_cleaned.txt
CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,4164,28553,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement_cleaned.txt
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT",1988,12392,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT_cleaned.txt"
CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,5881,36440,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT_cleaned.txt
CybergyHoldingsInc_20140520_10-Q_EX-10.27_8605784_EX-10.27_Affiliate Agreement,5496,33477,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\CybergyHoldingsInc_20140520_10-Q_EX-10.27_8605784_EX-10.27_Affiliate Agreement_cleaned.txt
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,3558,21871,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT_cleaned.txt
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,25577,158954,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement_cleaned.txt
DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_Content License Agreement,1764,11039,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_Content License Agreement_cleaned.txt
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement,4195,26447,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement_cleaned.txt
DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_EX-10.10_Affiliate Agreement,17231,106774,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_EX-10.10_Affiliate Agreement_cleaned.txt
DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT,11544,74222,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT_cleaned.txt
DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT,1870,11727,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT_cleaned.txt
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,27900,174783,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement_cleaned.txt
DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,1059,7178,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT_cleaned.txt
"DRIVENDELIVERIES,INC_05_22_2020-EX-10.4-CONSULTING AGREEMENT",4287,27863,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\DRIVENDELIVERIES,INC_05_22_2020-EX-10.4-CONSULTING AGREEMENT_cleaned.txt"
DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT,5637,35679,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT_cleaned.txt
"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",7360,45580,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT_cleaned.txt"
DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT,6946,41493,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT_cleaned.txt
DYNTEKINC_07_30_1999-EX-10-ONLINE HOSTING AGREEMENT,4047,24631,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\DYNTEKINC_07_30_1999-EX-10-ONLINE HOSTING AGREEMENT_cleaned.txt
EbixInc_20010515_10-Q_EX-10.3_4049767_EX-10.3_Co-Branding Agreement,6428,39720,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\EbixInc_20010515_10-Q_EX-10.3_4049767_EX-10.3_Co-Branding Agreement_cleaned.txt
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement,2941,17995,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement_cleaned.txt
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement,1255,8018,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement_cleaned.txt
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,9743,60181,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement_cleaned.txt
EhaveInc_20190515_20-F_EX-4.44_11678816_EX-4.44_License Agreement_ Reseller Agreement,13920,86887,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\EhaveInc_20190515_20-F_EX-4.44_11678816_EX-4.44_License Agreement_ Reseller Agreement_cleaned.txt
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,12841,79388,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement_cleaned.txt
ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement,7332,47153,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement_cleaned.txt
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT",7366,45313,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT_cleaned.txt"
ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement,9619,60403,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement_cleaned.txt
EmbarkComInc_19991008_S-1A_EX-10.10_6487661_EX-10.10_Co-Branding Agreement,5192,32011,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\EmbarkComInc_19991008_S-1A_EX-10.10_6487661_EX-10.10_Co-Branding Agreement_cleaned.txt
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement,2732,16395,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement_cleaned.txt
EMERALDHEALTHTHERAPEUTICSINC_06_10_2020-EX-4.5-CONSULTING AGREEMENT - DR. GAETANO MORELLO N.D. INC.,3249,20548,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\EMERALDHEALTHTHERAPEUTICSINC_06_10_2020-EX-4.5-CONSULTING AGREEMENT - DR. GAETANO MORELLO N.D. INC._cleaned.txt
EmmisCommunicationsCorp_20191125_8-K_EX-10.6_11906433_EX-10.6_Marketing Agreement,2777,17225,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\EmmisCommunicationsCorp_20191125_8-K_EX-10.6_11906433_EX-10.6_Marketing Agreement_cleaned.txt
ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT,12614,80969,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT_cleaned.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT,10086,58714,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT_cleaned.txt
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT,11352,68913,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT_cleaned.txt
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT,7119,44419,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT_cleaned.txt
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT,5910,38278,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT_cleaned.txt
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT",4032,25406,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT_cleaned.txt"
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement,10683,65519,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement_cleaned.txt
EuromediaHoldingsCorp_20070215_10SB12G_EX-10.B(01)_525118_EX-10.B(01)_Content License Agreement,4670,29497,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\EuromediaHoldingsCorp_20070215_10SB12G_EX-10.B(01)_525118_EX-10.B(01)_Content License Agreement_cleaned.txt
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT,8135,51520,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT_cleaned.txt
ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement,25834,158826,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement_cleaned.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,569,3846,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT_cleaned.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT,1788,10987,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_cleaned.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF,2241,14351,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF_cleaned.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT,826,5466,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT_cleaned.txt
FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,4999,29485,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement_cleaned.txt
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT,24702,153376,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT_cleaned.txt
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT",19811,130185,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT_cleaned.txt"
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT,3070,19258,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT_cleaned.txt
"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement",27374,169507,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement_cleaned.txt"
Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement,1030,6310,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement_cleaned.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement,4220,26684,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement_cleaned.txt
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT",5856,37384,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT_cleaned.txt"
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,16421,105136,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement_cleaned.txt
FulucaiProductionsLtd_20131223_10-Q_EX-10.9_8368347_EX-10.9_Content License Agreement,2863,18375,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\FulucaiProductionsLtd_20131223_10-Q_EX-10.9_8368347_EX-10.9_Content License Agreement_cleaned.txt
FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement,5529,32149,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement_cleaned.txt
FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION,6353,40512,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION_cleaned.txt
GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT,2497,15483,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT_cleaned.txt
GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,231,1445,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT_cleaned.txt
"GALERATHERAPEUTICS,INC_02_14_2020-EX-99.A-JOINT FILING AGREEMENT",682,3856,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GALERATHERAPEUTICS,INC_02_14_2020-EX-99.A-JOINT FILING AGREEMENT_cleaned.txt"
GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement,9020,56219,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement_cleaned.txt
GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement,4179,26643,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement_cleaned.txt
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",3464,22324,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT_cleaned.txt"
GlobalTechnologiesGroupInc_20050928_10KSB_EX-10.9_4148808_EX-10.9_Content License Agreement,6094,39264,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GlobalTechnologiesGroupInc_20050928_10KSB_EX-10.9_4148808_EX-10.9_Content License Agreement_cleaned.txt
GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,3239,20775,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT_cleaned.txt
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,17589,110841,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1_cleaned.txt
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,1912,11874,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2_cleaned.txt
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3,571,3389,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3_cleaned.txt
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement4,296,1791,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement4_cleaned.txt
GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement,3000,19605,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement_cleaned.txt
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,8994,54965,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT_cleaned.txt
"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement",49286,299808,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement_cleaned.txt"
GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement,6303,39153,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement_cleaned.txt
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement,7380,45124,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement_cleaned.txt
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.8_11951679_EX-10.8_Service Agreement,8884,54900,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.8_11951679_EX-10.8_Service Agreement_cleaned.txt
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT,36622,222704,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT_cleaned.txt
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",916,5701,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT_cleaned.txt"
GridironBionutrientsInc_20171206_8-K_EX-10.1_10972555_EX-10.1_Endorsement Agreement,4721,28799,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GridironBionutrientsInc_20171206_8-K_EX-10.1_10972555_EX-10.1_Endorsement Agreement_cleaned.txt
GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement,531,3357,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement_cleaned.txt
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",5756,35259,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC._cleaned.txt"
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT,5968,37125,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT_cleaned.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT,2767,18780,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT_cleaned.txt
